Nr uczestnika;Preferencje
4855;World,7|Classical,93
4856;Industrial,2|Alternative,98
4857;Electronic,37|Jazz,63
4858;R&B/Soul,32|Latin,68
4859;Industrial,76|World,24
4860;Comedy,57|Metal,43
4861;World,65|Folk,35
4862;Latin,12|Pop,88
4863;Rock,28|Industrial,72
4864;Anime,54|Electronic,46
4865;Rock,60|Pop,40
4866;World,44|Rock,56
4867;Electronic,47|Reggae,53
4868;Comedy,57|Alternative,43
4869;Folk,92|Classical,8
4870;Comedy,19|Country,81
4871;Jazz,17|World,83
4872;Country,12|Rock,88
4873;R&B/Soul,36|Anime,64
4874;Vocal,60|Anime,40
4875;Folk,66|Electronic,34
4876;Metal,15|Metal,85
4877;Rock,77|Folk,23
4878;Anime,49|Latin,51
4879;Instrumental,56|Vocal,44
4880;Dance,93|Industrial,7
4881;Vocal,50|Folk,50
4882;Dance,86|Instrumental,14
4883;World,64|Jazz,36
4884;Latin,48|Rock,52
4885;Instrumental,41|Reggae,59
4886;Pop,84|Industrial,16
4887;Industrial,17|Anime,83
4888;Country,69|Reggae,31
4889;Electronic,97|R&B/Soul,3
4890;Dance,89|Alternative,11
4891;Classical,37|Instrumental,63
4892;Blues,51|Classical,49
4893;Anime,86|Vocal,14
4894;Folk,64|Comedy,36
4895;Jazz,99|Metal,1
4896;R&B/Soul,0|R&B/Soul,100
4897;Electronic,96|World,4
4898;R&B/Soul,37|Alternative,63
4899;Jazz,98|Classical,2
4900;Vocal,36|Country,64
4901;Industrial,68|Rock,32
4902;Folk,50|Industrial,50
4903;Jazz,29|Comedy,71
4904;Blues,100
4905;Blues,27|Anime,73
4906;Reggae,74|Country,26
4907;Rock,55|Electronic,45
4908;Electronic,68|Anime,32
4909;Blues,88|Country,12
4910;Electronic,76|R&B/Soul,24
4911;Folk,27|Comedy,73
4912;R&B/Soul,78|R&B/Soul,22
4913;Folk,69|Anime,31
4914;World,46|Dance,54
4915;Reggae,97|Electronic,3
4916;Rock,38|Folk,62
4917;Latin,24|Anime,76
4918;Pop,3|Country,97
4919;Alternative,77|Vocal,23
4920;Folk,2|Comedy,98
4921;Rock,77|Jazz,23
4922;R&B/Soul,85|R&B/Soul,15
4923;R&B/Soul,88|Jazz,12
4924;Instrumental,26|Reggae,74
4925;Rock,48|Reggae,52
4926;Latin,79|Alternative,21
4927;Anime,74|Electronic,26
4928;Pop,68|Alternative,32
4929;Classical,16|World,84
4930;Dance,87|Blues,13
4931;Pop,56|Classical,44
4932;Folk,41|Dance,59
4933;Blues,63|Electronic,37
4934;Electronic,13|Anime,87
4935;Electronic,78|Classical,22
4936;Anime,28|Anime,72
4937;Metal,61|Rock,39
4938;World,72|Instrumental,28
4939;Jazz,42|Latin,58
4940;Anime,34|Jazz,66
4941;Alternative,70|Industrial,30
4942;Metal,30|Folk,70
4943;Metal,36|Classical,64
4944;Anime,46|Instrumental,54
4945;Vocal,39|Latin,61
4946;R&B/Soul,27|Folk,73
4947;Metal,37|Folk,63
4948;Instrumental,90|Folk,10
4949;Vocal,92|Reggae,8
4950;R&B/Soul,47|Reggae,53
4951;Dance,65|R&B/Soul,35
4952;Comedy,47|World,53
4953;Blues,98|Classical,2
4954;Rock,71|Metal,29
4955;Pop,50|Jazz,50
4956;Vocal,81|Jazz,19
4957;Folk,9|Reggae,91
4958;Latin,92|Folk,8
4959;Rock,15|Pop,85
4960;Classical,80|Industrial,20
4961;Pop,2|Folk,98
4962;Metal,7|Latin,93
4963;World,53|R&B/Soul,47
4964;Latin,69|Folk,31
4965;Classical,10|Folk,90
4966;Country,65|Pop,35
4967;Electronic,56|Anime,44
4968;Instrumental,7|Industrial,93
4969;Anime,34|Classical,66
4970;World,35|World,65
4971;Industrial,45|Reggae,55
4972;Jazz,4|Classical,96
4973;Pop,95|Jazz,5
4974;Country,16|Rock,84
4975;Classical,50|Metal,50
4976;Dance,26|Folk,74
4977;Pop,23|Anime,77
4978;Jazz,10|Latin,90
4979;Folk,15|Industrial,85
4980;Pop,77|Electronic,23
4981;Latin,67|Instrumental,33
4982;Jazz,2|Jazz,98
4983;Pop,96|Rock,4
4984;World,31|Classical,69
4985;Classical,86|Comedy,14
4986;Dance,28|Industrial,72
4987;Metal,30|World,70
4988;Metal,79|Comedy,21
4989;Instrumental,17|Classical,83
4990;Instrumental,84|Industrial,16
4991;Electronic,25|Instrumental,75
4992;Folk,96|Alternative,4
4993;Anime,91|Jazz,9
4994;Dance,78|Electronic,22
4995;Metal,29|Pop,71
4996;Blues,83|Instrumental,17
4997;Industrial,71|Electronic,29
4998;World,30|Instrumental,70
4999;World,63|Rock,37
5000;Reggae,96|Comedy,4
5001;Blues,41|Alternative,59
5002;Latin,40|R&B/Soul,60
5003;Jazz,27|Anime,73
5004;Reggae,78|Pop,22
5005;Jazz,58|Comedy,42
5006;Comedy,28|Metal,72
5007;Country,61|Classical,39
5008;Comedy,86|Dance,14
5009;Instrumental,91|Folk,9
5010;Vocal,54|Latin,46
5011;Latin,17|Country,83
5012;Pop,78|Industrial,22
5013;Alternative,18|Metal,82
5014;Instrumental,36|Folk,64
5015;Jazz,72|World,28
5016;Electronic,27|Classical,73
5017;Jazz,10|R&B/Soul,90
5018;Classical,4|R&B/Soul,96
5019;Reggae,7|Rock,93
5020;World,2|Reggae,98
5021;Pop,32|Country,68
5022;Rock,23|Pop,77
5023;Vocal,81|Country,19
5024;Jazz,46|Classical,54
5025;Latin,22|Dance,78
5026;Industrial,15|Jazz,85
5027;Instrumental,7|Alternative,93
5028;Metal,37|R&B/Soul,63
5029;Classical,52|Country,48
5030;Electronic,11|Electronic,89
5031;World,41|Blues,59
5032;Pop,76|World,24
5033;Folk,2|Folk,98
5034;Folk,48|Latin,52
5035;World,60|Classical,40
5036;Vocal,18|Instrumental,82
5037;Comedy,5|Reggae,95
5038;Alternative,34|Latin,66
5039;Country,51|Reggae,49
5040;Instrumental,78|World,22
5041;Rock,54|Rock,46
5042;Blues,24|Rock,76
5043;Vocal,83|Anime,17
5044;Blues,82|Industrial,18
5045;Vocal,9|Electronic,91
5046;Alternative,33|Metal,67
5047;Country,70|Jazz,30
5048;Latin,24|Reggae,76
5049;Industrial,4|Electronic,96
5050;Folk,12|Jazz,88
5051;Rock,6|Rock,94
5052;Metal,81|Alternative,19
5053;Electronic,0|World,100
5054;Vocal,14|Jazz,86
5055;Comedy,84|Comedy,16
5056;Blues,8|Classical,92
5057;Country,72|Instrumental,28
5058;Metal,89|Classical,11
5059;Vocal,8|Country,92
5060;Folk,58|Vocal,42
5061;Classical,60|Metal,40
5062;Vocal,33|Blues,67
5063;Pop,89|Classical,11
5064;Electronic,52|Dance,48
5065;Dance,92|Alternative,8
5066;Vocal,34|Comedy,66
5067;Vocal,58|Folk,42
5068;Folk,90|Industrial,10
5069;R&B/Soul,30|Rock,70
5070;Country,14|Electronic,86
5071;Dance,29|Reggae,71
5072;Metal,22|Industrial,78
5073;Metal,72|Classical,28
5074;Rock,82|Instrumental,18
5075;Blues,99|Alternative,1
5076;Reggae,17|World,83
5077;Industrial,46|Instrumental,54
5078;Folk,69|World,31
5079;Classical,38|Alternative,62
5080;Comedy,10|World,90
5081;Classical,86|World,14
5082;Comedy,32|Latin,68
5083;Blues,67|Alternative,33
5084;Alternative,36|Rock,64
5085;Latin,23|Reggae,77
5086;Blues,50|Alternative,50
5087;Rock,100
5088;Pop,45|Rock,55
5089;R&B/Soul,94|Alternative,6
5090;Industrial,14|World,86
5091;Instrumental,40|World,60
5092;Jazz,72|Country,28
5093;Vocal,12|Pop,88
5094;Vocal,96|Reggae,4
5095;Instrumental,27|World,73
5096;Classical,14|Comedy,86
5097;Alternative,49|Pop,51
5098;Comedy,12|R&B/Soul,88
5099;R&B/Soul,94|Industrial,6
5100;Dance,30|World,70
5101;Alternative,47|Folk,53
5102;Instrumental,70|Country,30
5103;Latin,79|Pop,21
5104;Blues,62|R&B/Soul,38
5105;Folk,89|Electronic,11
5106;Reggae,61|Reggae,39
5107;Rock,3|Pop,97
5108;Electronic,81|Rock,19
5109;Jazz,39|Anime,61
5110;Anime,23|Folk,77
5111;Electronic,76|Anime,24
5112;Electronic,92|Blues,8
5113;Dance,45|Reggae,55
5114;Anime,84|Vocal,16
5115;R&B/Soul,92|Comedy,8
5116;Pop,95|Country,5
5117;Folk,25|Reggae,75
5118;Electronic,66|Jazz,34
5119;Metal,3|Jazz,97
5120;Folk,60|Anime,40
5121;Electronic,3|Classical,97
5122;Jazz,29|Anime,71
5123;R&B/Soul,81|Anime,19
5124;Vocal,58|Comedy,42
5125;Rock,20|Metal,80
5126;Country,34|R&B/Soul,66
5127;Dance,85|Instrumental,15
5128;Classical,99|Jazz,1
5129;Folk,50|World,50
5130;Metal,4|Instrumental,96
5131;Reggae,83|Blues,17
5132;Blues,44|Pop,56
5133;World,16|Country,84
5134;Classical,17|Metal,83
5135;Jazz,33|Comedy,67
5136;Country,88|Reggae,12
5137;Anime,99|Folk,1
5138;Latin,23|Pop,77
5139;Anime,45|Pop,55
5140;Reggae,48|Dance,52
5141;Folk,100
5142;Industrial,48|Classical,52
5143;Industrial,29|Pop,71
5144;Blues,71|Alternative,29
5145;Alternative,78|Alternative,22
5146;Alternative,16|Country,84
5147;Country,44|Industrial,56
5148;Reggae,5|Vocal,95
5149;Dance,86|Rock,14
5150;Alternative,82|Reggae,18
5151;Jazz,50|Pop,50
5152;Latin,78|Country,22
5153;World,51|Country,49
5154;Industrial,45|Folk,55
5155;Vocal,53|Comedy,47
5156;Industrial,81|Pop,19
5157;Industrial,60|Industrial,40
5158;Industrial,25|Reggae,75
5159;Latin,77|Comedy,23
5160;Instrumental,29|Industrial,71
5161;Dance,83|Anime,17
5162;Country,7|Blues,93
5163;Comedy,75|Rock,25
5164;World,64|Rock,36
5165;Jazz,49|Pop,51
5166;Classical,10|Rock,90
5167;Pop,83|Reggae,17
5168;Jazz,6|Alternative,94
5169;Dance,21|Folk,79
5170;Classical,30|Dance,70
5171;Industrial,76|Blues,24
5172;Alternative,82|Industrial,18
5173;Industrial,48|Anime,52
5174;R&B/Soul,34|Anime,66
5175;Comedy,44|Instrumental,56
5176;Dance,32|Industrial,68
5177;World,53|Latin,47
5178;Reggae,73|Vocal,27
5179;Latin,4|Latin,96
5180;Reggae,67|Electronic,33
5181;Metal,92|Electronic,8
5182;Jazz,35|Industrial,65
5183;Instrumental,16|Alternative,84
5184;Blues,52|Blues,48
5185;R&B/Soul,47|Rock,53
5186;R&B/Soul,53|Latin,47
5187;World,32|Rock,68
5188;Industrial,56|Rock,44
5189;Vocal,52|Jazz,48
5190;World,7|Country,93
5191;Rock,59|World,41
5192;Rock,5|Classical,95
5193;Industrial,13|Rock,87
5194;Country,72|Reggae,28
5195;Anime,35|Comedy,65
5196;R&B/Soul,8|Alternative,92
5197;Metal,42|Electronic,58
5198;Alternative,48|Latin,52
5199;Anime,76|World,24
5200;World,7|Latin,93
5201;Dance,28|Industrial,72
5202;World,39|Classical,61
5203;Comedy,13|Latin,87
5204;Anime,39|Instrumental,61
5205;Latin,22|Rock,78
5206;Latin,11|Blues,89
5207;Classical,76|World,24
5208;Blues,16|Comedy,84
5209;Jazz,82|Comedy,18
5210;Blues,9|Electronic,91
5211;Blues,66|Metal,34
5212;Folk,26|Industrial,74
5213;Alternative,34|Instrumental,66
5214;Pop,51|Classical,49
5215;Jazz,91|Comedy,9
5216;Instrumental,30|Comedy,70
5217;Pop,100
5218;Alternative,44|Jazz,56
5219;Electronic,50|Dance,50
5220;Anime,38|R&B/Soul,62
5221;Rock,57|Electronic,43
5222;Dance,72|World,28
5223;R&B/Soul,42|R&B/Soul,58
5224;Vocal,83|Instrumental,17
5225;Vocal,83|Blues,17
5226;Classical,39|R&B/Soul,61
5227;Blues,39|Metal,61
5228;Comedy,61|R&B/Soul,39
5229;World,98|Industrial,2
5230;Country,97|Blues,3
5231;Latin,73|Dance,27
5232;Blues,97|Classical,3
5233;Alternative,70|Blues,30
5234;Pop,76|Dance,24
5235;Vocal,37|Rock,63
5236;Vocal,13|Metal,87
5237;Vocal,70|Vocal,30
5238;Comedy,88|Rock,12
5239;R&B/Soul,29|Dance,71
5240;Classical,42|Latin,58
5241;Vocal,62|Vocal,38
5242;Latin,75|Alternative,25
5243;Blues,19|World,81
5244;Folk,21|Anime,79
5245;Country,15|Reggae,85
5246;Instrumental,73|Instrumental,27
5247;Dance,51|Anime,49
5248;R&B/Soul,89|Folk,11
5249;Anime,6|R&B/Soul,94
5250;Dance,15|Folk,85
5251;Reggae,57|Rock,43
5252;Instrumental,21|Dance,79
5253;Blues,4|Folk,96
5254;Dance,69|Latin,31
5255;Pop,87|Classical,13
5256;Reggae,52|Alternative,48
5257;Metal,30|Anime,70
5258;Vocal,25|Reggae,75
5259;Industrial,85|Reggae,15
5260;Country,72|Vocal,28
5261;Blues,20|Country,80
5262;Folk,36|Metal,64
5263;Industrial,13|Industrial,87
5264;Latin,48|Dance,52
5265;Pop,85|Metal,15
5266;Industrial,48|Vocal,52
5267;Reggae,14|Classical,86
5268;Vocal,23|Vocal,77
5269;Pop,92|Instrumental,8
5270;Anime,9|Metal,91
5271;Blues,99|Electronic,1
5272;Comedy,27|Blues,73
5273;Dance,44|Industrial,56
5274;Rock,74|Latin,26
5275;Classical,24|Rock,76
5276;R&B/Soul,65|Industrial,35
5277;R&B/Soul,38|Classical,62
5278;Classical,39|Comedy,61
5279;Country,33|Pop,67
5280;Latin,81|Pop,19
5281;Electronic,25|Folk,75
5282;Classical,80|Metal,20
5283;Latin,39|Comedy,61
5284;Country,32|Folk,68
5285;R&B/Soul,55|Instrumental,45
5286;Industrial,55|Industrial,45
5287;Alternative,39|Folk,61
5288;Instrumental,42|Anime,58
5289;Metal,43|Electronic,57
5290;R&B/Soul,39|Classical,61
5291;Anime,19|Metal,81
5292;Industrial,38|Metal,62
5293;R&B/Soul,66|Blues,34
5294;Electronic,0|Comedy,100
5295;R&B/Soul,13|Country,87
5296;Rock,38|Vocal,62
5297;Alternative,95|Industrial,5
5298;Instrumental,63|Dance,37
5299;Jazz,60|Anime,40
5300;Dance,15|R&B/Soul,85
5301;Metal,29|Vocal,71
5302;Rock,85|Classical,15
5303;Alternative,46|Classical,54
5304;Folk,57|Pop,43
5305;Anime,40|Rock,60
5306;Jazz,8|Reggae,92
5307;Folk,5|Dance,95
5308;Rock,67|Dance,33
5309;Metal,97|Electronic,3
5310;Dance,36|Pop,64
5311;Dance,44|Classical,56
5312;Metal,26|R&B/Soul,74
5313;Industrial,22|Industrial,78
5314;Country,17|Metal,83
5315;Blues,42|Dance,58
5316;Jazz,49|Reggae,51
5317;Vocal,54|Metal,46
5318;World,37|Metal,63
5319;Country,64|Blues,36
5320;Latin,81|Jazz,19
5321;Reggae,36|R&B/Soul,64
5322;World,13|Vocal,87
5323;Instrumental,20|Jazz,80
5324;R&B/Soul,6|Rock,94
5325;Pop,52|Anime,48
5326;R&B/Soul,40|Rock,60
5327;Alternative,7|Country,93
5328;R&B/Soul,88|World,12
5329;Vocal,71|Folk,29
5330;Industrial,96|Anime,4
5331;Reggae,80|Industrial,20
5332;Jazz,50|Jazz,50
5333;World,52|Folk,48
5334;Jazz,43|Jazz,57
5335;Vocal,44|Vocal,56
5336;Pop,74|Alternative,26
5337;Metal,26|Country,74
5338;Vocal,84|Jazz,16
5339;Anime,71|Classical,29
5340;Classical,10|Jazz,90
5341;Electronic,52|Instrumental,48
5342;Folk,59|Pop,41
5343;Anime,0|Country,100
5344;Metal,9|Electronic,91
5345;Comedy,37|Vocal,63
5346;Rock,4|Reggae,96
5347;R&B/Soul,66|Blues,34
5348;Pop,31|Electronic,69
5349;Pop,59|Reggae,41
5350;Classical,45|Anime,55
5351;Reggae,31|Blues,69
5352;Comedy,4|World,96
5353;Metal,43|Pop,57
5354;Industrial,36|Dance,64
5355;Instrumental,7|Reggae,93
5356;World,93|Alternative,7
5357;Latin,41|Folk,59
5358;Pop,38|World,62
5359;Anime,49|World,51
5360;Reggae,98|World,2
5361;Country,93|Folk,7
5362;Instrumental,6|Vocal,94
5363;Pop,8|Blues,92
5364;Vocal,17|R&B/Soul,83
5365;Comedy,32|Jazz,68
5366;Vocal,78|Metal,22
5367;Rock,37|Blues,63
5368;Industrial,28|Instrumental,72
5369;Pop,79|Vocal,21
5370;R&B/Soul,87|Electronic,13
5371;Country,58|Rock,42
5372;Country,60|Blues,40
5373;Rock,79|Latin,21
5374;Jazz,7|Comedy,93
5375;Industrial,3|World,97
5376;Vocal,67|Comedy,33
5377;Comedy,70|Comedy,30
5378;Classical,91|Reggae,9
5379;Electronic,75|R&B/Soul,25
5380;Dance,44|Anime,56
5381;World,67|Alternative,33
5382;Blues,81|Alternative,19
5383;Classical,72|Instrumental,28
5384;Vocal,66|Anime,34
5385;Folk,64|Reggae,36
5386;Instrumental,49|Dance,51
5387;Classical,45|Reggae,55
5388;World,44|World,56
5389;Comedy,12|Vocal,88
5390;Rock,92|Jazz,8
5391;R&B/Soul,16|R&B/Soul,84
5392;World,49|Alternative,51
5393;Classical,63|Latin,37
5394;Rock,65|Comedy,35
5395;Rock,82|Metal,18
5396;Rock,19|Dance,81
5397;Latin,79|Industrial,21
5398;R&B/Soul,0|Anime,100
5399;Anime,20|Metal,80
5400;Metal,8|Reggae,92
5401;Blues,90|World,10
5402;Jazz,39|Jazz,61
5403;Electronic,3|Vocal,97
5404;Metal,35|Comedy,65
5405;Latin,49|R&B/Soul,51
5406;Anime,81|Comedy,19
5407;Blues,43|Vocal,57
5408;Electronic,49|Country,51
5409;Rock,31|Rock,69
5410;Classical,72|Jazz,28
5411;Latin,90|Industrial,10
5412;Comedy,46|Folk,54
5413;Rock,20|Instrumental,80
5414;Classical,66|R&B/Soul,34
5415;Pop,82|Classical,18
5416;World,36|Latin,64
5417;World,79|R&B/Soul,21
5418;World,76|Metal,24
5419;Metal,49|Vocal,51
5420;Folk,61|Alternative,39
5421;Vocal,62|Anime,38
5422;Pop,32|Folk,68
5423;Jazz,83|R&B/Soul,17
5424;Reggae,99|Instrumental,1
5425;Reggae,21|World,79
5426;Rock,64|Dance,36
5427;Classical,3|Latin,97
5428;Pop,3|Jazz,97
5429;Blues,86|Vocal,14
5430;Vocal,22|Dance,78
5431;Folk,90|R&B/Soul,10
5432;Folk,43|Blues,57
5433;Metal,68|Country,32
5434;Industrial,33|Reggae,67
5435;Rock,42|Electronic,58
5436;Instrumental,31|World,69
5437;Jazz,17|Industrial,83
5438;Classical,74|Classical,26
5439;World,20|Classical,80
5440;Folk,5|Dance,95
5441;Jazz,31|Reggae,69
5442;Latin,47|Instrumental,53
5443;Dance,97|R&B/Soul,3
5444;Pop,73|Classical,27
5445;Anime,4|Anime,96
5446;Country,84|Alternative,16
5447;Metal,8|Rock,92
5448;Folk,22|Pop,78
5449;Reggae,31|Folk,69
5450;Jazz,100
5451;Metal,98|Metal,2
5452;Vocal,90|Latin,10
5453;Alternative,59|Country,41
5454;Pop,29|Instrumental,71
5455;World,63|Blues,37
5456;Pop,73|Comedy,27
5457;Reggae,8|Rock,92
5458;Country,13|Pop,87
5459;Reggae,59|Jazz,41
5460;Dance,26|Electronic,74
5461;Alternative,37|Metal,63
5462;Anime,21|Country,79
5463;Alternative,88|Country,12
5464;Country,31|Metal,69
5465;Folk,58|Jazz,42
5466;Instrumental,16|R&B/Soul,84
5467;Classical,6|Jazz,94
5468;Instrumental,23|R&B/Soul,77
5469;R&B/Soul,55|Industrial,45
5470;Metal,6|World,94
5471;World,89|World,11
5472;Folk,75|Latin,25
5473;Metal,60|Instrumental,40
5474;Anime,10|Electronic,90
5475;Electronic,56|R&B/Soul,44
5476;Alternative,54|Rock,46
5477;Anime,56|R&B/Soul,44
5478;Instrumental,98|Electronic,2
5479;Dance,64|Metal,36
5480;Jazz,97|Comedy,3
5481;Electronic,1|R&B/Soul,99
5482;Instrumental,68|Industrial,32
5483;Metal,18|Industrial,82
5484;World,38|Reggae,62
5485;Dance,57|Pop,43
5486;Classical,58|Latin,42
5487;Country,82|Rock,18
5488;World,87|Rock,13
5489;Classical,90|Folk,10
5490;Reggae,20|Metal,80
5491;Country,42|Pop,58
5492;Anime,7|Country,93
5493;Jazz,19|Metal,81
5494;Dance,83|Classical,17
5495;Rock,94|Reggae,6
5496;Reggae,16|Blues,84
5497;Electronic,13|Vocal,87
5498;Vocal,26|Jazz,74
5499;Folk,99|Jazz,1
5500;Blues,98|Dance,2
5501;Pop,41|Rock,59
5502;Electronic,48|Folk,52
5503;Country,99|Reggae,1
5504;R&B/Soul,59|Anime,41
5505;Blues,89|Folk,11
5506;Dance,14|Reggae,86
5507;Latin,19|Dance,81
5508;R&B/Soul,92|Classical,8
5509;Alternative,52|Vocal,48
5510;Vocal,60|Comedy,40
5511;Comedy,34|Alternative,66
5512;Pop,100
5513;Metal,96|Metal,4
5514;Country,56|Classical,44
5515;Classical,12|Instrumental,88
5516;Country,41|Vocal,59
5517;Blues,32|Metal,68
5518;World,68|Anime,32
5519;Blues,91|Electronic,9
5520;Comedy,17|Anime,83
5521;R&B/Soul,30|World,70
5522;Instrumental,34|Blues,66
5523;Metal,19|Reggae,81
5524;Anime,1|Instrumental,99
5525;Instrumental,90|Reggae,10
5526;R&B/Soul,33|R&B/Soul,67
5527;Latin,80|Latin,20
5528;Alternative,48|Electronic,52
5529;Classical,45|Dance,55
5530;Pop,98|Instrumental,2
5531;Instrumental,5|Country,95
5532;Jazz,72|Vocal,28
5533;Rock,63|Alternative,37
5534;Instrumental,47|Pop,53
5535;Instrumental,24|Rock,76
5536;Alternative,36|R&B/Soul,64
5537;R&B/Soul,30|World,70
5538;Reggae,37|Industrial,63
5539;Jazz,45|Alternative,55
5540;Blues,62|Classical,38
5541;Jazz,69|Anime,31
5542;Latin,76|Classical,24
5543;Anime,39|Jazz,61
5544;Latin,3|Vocal,97
5545;Jazz,30|R&B/Soul,70
5546;Metal,64|Folk,36
5547;Blues,87|Dance,13
5548;Anime,56|Industrial,44
5549;Rock,21|Electronic,79
5550;Pop,62|Rock,38
5551;R&B/Soul,86|Industrial,14
5552;Classical,56|Anime,44
5553;Folk,98|World,2
5554;Rock,9|Vocal,91
5555;Vocal,92|Pop,8
5556;Rock,14|World,86
5557;R&B/Soul,65|Instrumental,35
5558;Vocal,6|Reggae,94
5559;Anime,5|Rock,95
5560;Electronic,99|Latin,1
5561;Dance,2|Country,98
5562;Rock,62|World,38
5563;Anime,92|Alternative,8
5564;Reggae,83|Industrial,17
5565;Classical,0|Comedy,100
5566;Anime,36|Vocal,64
5567;Electronic,89|Alternative,11
5568;Electronic,84|R&B/Soul,16
5569;Anime,18|Comedy,82
5570;Comedy,44|Blues,56
5571;Country,94|Industrial,6
5572;Anime,62|Country,38
5573;Folk,48|World,52
5574;Alternative,17|Comedy,83
5575;Vocal,33|Instrumental,67
5576;Blues,97|R&B/Soul,3
5577;R&B/Soul,89|Folk,11
5578;Rock,69|Folk,31
5579;Vocal,100
5580;Rock,74|World,26
5581;Industrial,94|Instrumental,6
5582;R&B/Soul,4|Comedy,96
5583;Classical,67|World,33
5584;Comedy,23|Pop,77
5585;Industrial,24|Rock,76
5586;Jazz,38|Blues,62
5587;Pop,69|Folk,31
5588;Industrial,4|Blues,96
5589;Comedy,99|Instrumental,1
5590;Vocal,69|Anime,31
5591;Folk,56|Anime,44
5592;Alternative,64|Pop,36
5593;Vocal,11|World,89
5594;Electronic,37|R&B/Soul,63
5595;Blues,34|Metal,66
5596;Reggae,56|Folk,44
5597;Instrumental,83|World,17
5598;Electronic,23|Reggae,77
5599;Blues,81|Industrial,19
5600;Anime,64|Folk,36
5601;Country,36|Electronic,64
5602;Vocal,51|Blues,49
5603;Vocal,57|Pop,43
5604;Folk,11|Electronic,89
5605;Latin,82|Instrumental,18
5606;Rock,76|Rock,24
5607;Latin,97|Electronic,3
5608;Country,4|Rock,96
5609;Industrial,100
5610;Classical,23|World,77
5611;World,66|Industrial,34
5612;R&B/Soul,73|Anime,27
5613;Vocal,62|Dance,38
5614;Industrial,18|Pop,82
5615;Latin,44|Country,56
5616;Alternative,30|Anime,70
5617;Metal,21|Reggae,79
5618;Comedy,68|Alternative,32
5619;Folk,6|Pop,94
5620;World,4|R&B/Soul,96
5621;R&B/Soul,59|Anime,41
5622;Jazz,93|R&B/Soul,7
5623;Blues,53|Dance,47
5624;Folk,7|Industrial,93
5625;Comedy,5|Country,95
5626;Classical,9|Jazz,91
5627;Instrumental,7|Reggae,93
5628;Alternative,65|Metal,35
5629;Anime,17|Country,83
5630;Rock,39|Reggae,61
5631;Industrial,33|Dance,67
5632;Blues,26|Folk,74
5633;Pop,7|Rock,93
5634;Classical,89|Alternative,11
5635;Alternative,41|Reggae,59
5636;Comedy,75|World,25
5637;Latin,24|Instrumental,76
5638;Reggae,24|Jazz,76
5639;Electronic,91|Alternative,9
5640;World,50|R&B/Soul,50
5641;Latin,27|Reggae,73
5642;Industrial,50|Classical,50
5643;Industrial,82|Electronic,18
5644;Instrumental,66|Reggae,34
5645;Electronic,86|Anime,14
5646;Comedy,42|Alternative,58
5647;Folk,66|Alternative,34
5648;Dance,62|Blues,38
5649;Jazz,77|Blues,23
5650;Vocal,25|Reggae,75
5651;Vocal,12|Pop,88
5652;Comedy,17|Reggae,83
5653;Industrial,40|Instrumental,60
5654;Pop,54|R&B/Soul,46
5655;Country,34|Classical,66
5656;Reggae,65|R&B/Soul,35
5657;Comedy,31|World,69
5658;Classical,90|Vocal,10
5659;Comedy,35|Electronic,65
5660;World,89|Folk,11
5661;R&B/Soul,99|Vocal,1
5662;Metal,86|Industrial,14
5663;Comedy,41|Anime,59
5664;Latin,34|Instrumental,66
5665;Latin,79|Metal,21
5666;Metal,26|Classical,74
5667;Comedy,93|Pop,7
5668;Instrumental,44|World,56
5669;Alternative,54|Alternative,46
5670;Folk,6|Anime,94
5671;Vocal,0|Dance,100
5672;Rock,77|Electronic,23
5673;Electronic,78|Anime,22
5674;Metal,77|Comedy,23
5675;Jazz,71|Alternative,29
5676;Anime,47|Rock,53
5677;Alternative,42|Dance,58
5678;R&B/Soul,10|Electronic,90
5679;Blues,63|Pop,37
5680;Comedy,92|Folk,8
5681;Instrumental,94|Jazz,6
5682;Jazz,75|Reggae,25
5683;Metal,57|Rock,43
5684;Alternative,12|Pop,88
5685;Dance,14|Comedy,86
5686;Vocal,98|Comedy,2
5687;Industrial,70|Classical,30
5688;Dance,52|Latin,48
5689;Comedy,8|Industrial,92
5690;Blues,80|Metal,20
5691;Comedy,19|Comedy,81
5692;R&B/Soul,29|R&B/Soul,71
5693;Metal,59|Comedy,41
5694;Latin,95|Country,5
5695;Dance,23|Jazz,77
5696;Pop,10|Anime,90
5697;Reggae,28|Folk,72
5698;Blues,42|Anime,58
5699;Instrumental,19|Jazz,81
5700;Blues,38|Instrumental,62
5701;Reggae,44|Pop,56
5702;Metal,60|Industrial,40
5703;Jazz,85|Latin,15
5704;Folk,6|Folk,94
5705;R&B/Soul,86|Jazz,14
5706;Reggae,8|Anime,92
5707;World,55|Rock,45
5708;Rock,94|Electronic,6
5709;Dance,49|Folk,51
5710;Reggae,9|Electronic,91
5711;Latin,39|Latin,61
5712;Jazz,13|Dance,87
5713;Comedy,91|Industrial,9
5714;Classical,86|Folk,14
5715;Blues,36|Rock,64
5716;Latin,70|World,30
5717;Comedy,75|Vocal,25
5718;Country,77|Instrumental,23
5719;Alternative,80|Latin,20
5720;Folk,30|Instrumental,70
5721;Instrumental,64|Pop,36
5722;Blues,57|Alternative,43
5723;Blues,5|R&B/Soul,95
5724;Classical,96|Industrial,4
5725;Industrial,78|Vocal,22
5726;Rock,44|Electronic,56
5727;Folk,94|Blues,6
5728;Pop,91|Electronic,9
5729;Blues,3|Vocal,97
